id hr5 hr10 hr15 hr20 hr25 hr30 hr35 hr40
PF3D7_1141600.1 0.08 0.06 0.19 1.36 10.86 26.9 38.38 12.89
PF3D7_1147800.1 1.15 1.13 1.98 7.76 17.42 17.56 21.29 6.16
PF3D7_1148700.1 4.4 27.09 68.5 174.15 130.62 87.55 71.15 17.52
PF3D7_1149300.1 3.71 0.85 0.61 0.84 5.03 8.14 5.14 1.55
PF3D7_1149800.1 0.01 0.07 0.09 0.37 3.21 1.5 0.22 0.09
PF3D7_1149900.1 0.01 0.01 0.01 0.08 1.84 3.06 0.75 0.14
PF3D7_1150000.1 0 0.01 0.01 0.02 0.05 0.34 0.06 0.08
PF3D7_1150200.1 0.01 0.01 0.02 0.09 0.1 0.09 0.34 0.17
PF3D7_1200200.1 0.08 0.09 0.18 0.29 1.45 0.66 1.23 3.06
PF3D7_1200300.1 0 0.04 0.03 0.03 0 0.18 0.07 0
PF3D7_1200500.1 0.97 1.38 1.16 1.4 2.5 6.13 13.33 18.43
PF3D7_1200800.1 4.33 4.01 4.65 8.92 31.33 23.35 19.98 4.52
PF3D7_1201000.1 1.04 1.13 10.24 328.46 3043.38 2747.95 935.78 78.26
PF3D7_1201300.1 0.44 0.58 0.28 0.22 1.16 0.59 1.74 0.27
PF3D7_1206000.1 6.64 0.92 0.23 0.4 1.4 3.72 13.27 79.72
PF3D7_1208200.1 0.04 0.03 0.03 0.07 0.27 0.76 0.71 0.26
PF3D7_1212500.1 1 2.06 3.79 8.47 17.09 47.15 90.6 55.7
PF3D7_1216500.1 9.58 11.55 11.89 23.06 47.91 32.92 36.88 29.28
PF3D7_1216600.1 0.65 0.17 0.07 0.16 0.49 0.17 0.13 0.16
PF3D7_1218000.1 8.55 1.6 0.27 0.35 0.86 1.25 2.77 7.73
PF3D7_1222300.1 3.3 5.07 13.76 62.53 340.02 621.68 916.52 383.2
PF3D7_1228600.1 152 30.5 7.32 9.29 7.04 18.46 1249.84 3269.08
PF3D7_1240100.1 110.53 36.95 16.25 21.02 34.51 25.56 18.21 42.43
PF3D7_1244500.1 0.8 1.63 0.89 1.44 3.15 4.08 4.22 1.43
PF3D7_1250100.1 0.03 0.02 0.04 0.07 0.19 0.35 0.44 0.2
PF3D7_1252100.1 3.65 0.6 0.16 0.15 0.44 0.5 16.4 63.44
PF3D7_1252200.1 0.48 0.38 0.23 0.7 1.31 0.75 1.41 0.77
PF3D7_1253000.1 12.03 7.71 15.38 12.34 38.58 136.67 136.87 33.15
PF3D7_1253400.1 0.08 0.02 0.05 0.01 0.37 2.58 6.12 3
PF3D7_1253700.1 0.01 0 0 0.03 0.05 0 0.06 0
PF3D7_1254000.1 0.01 0.01 0.01 0.02 0.1 0 0 0.04
PF3D7_1254100.1 0 0.01 0.01 0.02 0.24 0.11 0 0
PF3D7_1254200.1 0.01 0 0.01 0.05 0.35 0.18 0.07 0.12
PF3D7_1254300.1 0 0 0 0 0.18 0 0.08 0.05
PF3D7_1254400.1 0.03 0.03 0.03 0.02 0.05 0.33 0.06 0.04
PF3D7_1254500.1 0.01 0.01 0.01 0.02 0.12 0.21 0.08 0
PF3D7_1254600.1 0.01 0 0 0 0.53 0.42 0 0
PF3D7_1255000.1 0.02 0.02 0.02 0.05 0.15 0.36 0 0.13
PF3D7_1300500.1 0.05 0.03 0.08 0.18 0.37 0.28 0.21 0.17
PF3D7_1300600.1 0.94 0.22 0.11 0.42 2.21 1.46 0.67 2.81
PF3D7_1300700.1 0.01 0.02 0.03 0.11 0.19 0.17 0.06 0
PF3D7_1300900.1 0.01 0.02 0.01 0.11 2.82 1.43 0.08 0.05
PF3D7_1301400.1 6.43 88.25 284.72 690.53 537.02 206.18 75.62 13.03
PF3D7_1301600.1 65.9 11.47 1.7 0.91 2.21 3.17 1.42 18.02
PF3D7_1301700.1 29.74 119.83 226.77 452.49 176.71 53.53 27.51 6.07
PF3D7_1302200.1 2.93 0.34 0.23 0.31 1.39 4.79 6.07 1.45
PF3D7_1311800.1 11.35 13.24 25.02 86.83 375.67 428.72 296.12 59.31
PF3D7_1320000.1 4.44 4.52 6.25 12.79 21.1 23.7 35.8 18.7
PF3D7_1322000.1 3 0.4 0.15 0.25 7.03 38.74 95.54 54.8
PF3D7_1323500.1 0.69 1.94 3.82 11.6 35.16 43.76 70.05 38.39
PF3D7_1334300.1 0.87 0.54 0.51 13.47 204.06 335.65 184.7 27
PF3D7_1334400.1 0.04 0.05 0.02 0.09 0.46 1.52 4.88 2.39
PF3D7_1334500.1 0.12 0.06 0.14 1.31 52.2 177.83 130.34 18.24
PF3D7_1334600.1 0.24 0.13 0.05 0.06 0.3 4.85 32.28 36
PF3D7_1334700.1 12.11 15.87 20.15 23.86 27.29 59.13 73.67 17.8
PF3D7_1334800.1 0.79 0.7 1.18 3.02 15.24 65.69 201.57 148.93
PF3D7_1335000.1 8.54 1.61 0.26 0.25 0.93 2.4 1.89 7.12
PF3D7_1335100.1 92.91 15.59 3 1.44 1.72 10.29 291.78 646.7
PF3D7_1335900.1 0.1 0.05 0.05 0.21 1.02 1.04 1.62 1.26
PF3D7_1338800.1 0.3 0.28 0.31 0.93 9.86 28.99 22.37 7.64
PF3D7_1340000.1 0.55 0.74 0.93 2.5 6.28 8.3 11.84 3.37
PF3D7_1340900.1 21.75 14.14 15.36 41.56 120.23 125.92 160.61 95.08
PF3D7_1341600.1 0.12 0.08 0.08 0.21 4.47 12.09 24.97 12.04
PF3D7_1342500.1 1.54 0.41 0.27 0.33 1.52 7.04 8.23 3.07
PF3D7_1344200.1 5.2 11.39 22.34 61.24 104.76 176.06 404.48 203.29
PF3D7_1345100.1 25.8 9.29 9.01 27.42 91.04 128.01 100.54 21.85
PF3D7_1346700.1 0.82 0.86 1 2.16 5.89 9.12 6.06 2.97
PF3D7_1346800.1 0.07 0.06 0.12 0.13 0.48 0.5 1.43 1.32
PF3D7_1353600.1 4.71 2.85 5.31 17.58 71.19 95.93 159.56 124.56
PF3D7_1364100.1 0.97 0.23 0.1 0.17 0.89 17.35 93.61 68.95
PF3D7_1371700.1 1.62 0.27 0.09 0.73 17.06 28.76 15.68 5.7
PF3D7_1372100.1 0.2 0.12 0.1 0.34 2.85 11.72 22.72 16.17
PF3D7_1372300.1 10.29 7.22 7.78 9.14 12.87 9.28 6.4 0.77
PF3D7_1372700.1 0.02 0.01 0 0.03 0.31 0.09 0 0
PF3D7_1372800.1 0 0.01 0.01 0.04 0.35 0.31 0.31 0.19
PF3D7_1373300.1 0 0.04 0.01 0.03 0.05 0 0 0
PF3D7_1373400.1 0.09 0.51 0.91 1.57 4.37 0.92 0.98 2.26
PF3D7_1400200.1 0.04 0.03 0.01 0.05 0.34 0.09 0.51 0.48
PF3D7_1400300.1 0.02 0.01 0.02 0.03 0.26 0 0 0.08
PF3D7_1400400.1 0.01 0.01 0.01 0.02 0.16 0 0 0.04
PF3D7_1400500.1 0.01 0.01 0.01 0.07 0.1 0.09 0.14 0
PF3D7_1400700.1 0 0.02 0 0 0.3 0.32 0.16 0
PF3D7_1400800.1 0.01 0.01 0.02 0.02 0.11 0.1 0.15 0.05
PF3D7_1401200.1 0.38 0.38 0.45 16.33 218.99 331.8 233.54 57.65
PF3D7_1401400.1 901.57 744.84 621.37 1062.18 997.25 320 135.02 107.19
PF3D7_1404300.1 0.1 0.14 0.09 0.09 0.17 0.31 1.15 1.07
PF3D7_1404900.1 94.48 36.87 28.26 73.97 274.83 362.93 382.58 131.35
PF3D7_1406300.1 4.7 0.81 0.85 3.24 39.21 97.82 133.14 45.17
PF3D7_1407000.1 0.11 0.05 0.1 0.2 0.77 0.97 0.46 0.23
PF3D7_1410400.1 43.12 7.67 1.53 0.78 0.45 0.89 86.97 599.26
PF3D7_1418100.1 0.02 0.01 0.02 0.06 0.34 0.67 0.87 0.31
PF3D7_1420700.1 106.14 61.61 51.33 154.64 516.37 610.16 593.19 98.88
PF3D7_1422500.1 0.49 0.19 0.15 0.31 1.88 13.62 39.55 29.55
PF3D7_1430200.1 4.4 0.96 0.52 0.8 1.64 5.17 10.22 45.65
PF3D7_1436300.1 78.14 36.32 25.95 69.67 153.59 82.15 44.03 21.25
PF3D7_1439000.1 1.36 0.31 0.29 0.92 6.77 37.51 116.48 146.74
PF3D7_1444300.1 3.18 1.59 2.23 7.78 40.49 68.38 84.93 65.21
PF3D7_1448400.1 0.37 0.2 0.28 2.24 20.38 44.3 79 41.51
PF3D7_1449000.1 0.43 0.14 0.1 0.24 0.64 0.25 0.93 1.11
PF3D7_1452000.1 3.7 0.62 0.15 0.17 0.29 0.3 6.86 38.12
PF3D7_1454400.1 5.47 5.19 9.01 33.58 184.31 190.68 143.82 40.74
PF3D7_1455800.1 0.07 0.08 0.08 0.16 0.66 1.99 1.78 0.98
PF3D7_1456800.1 14.57 17.25 24.64 64.99 199.32 157.74 77.84 23.16
PF3D7_1463900.1 6.83 1.01 0.29 0.33 0.66 1.32 12.84 77.26
PF3D7_1464600.1 40.48 15.75 16.27 49.16 234.45 211.84 154.7 57.84
PF3D7_1468500.1 0.7 0.53 0.99 4.05 16.19 50.11 85.89 86.03
PF3D7_1469200.1 5.71 1.06 0.26 0.28 1.24 5.88 13.93 23.4
PF3D7_1471100.1 89.16 39.92 35.73 227.08 2058.64 2645.43 1935.79 389.54
PF3D7_1472600.1 2.42 0.44 0.16 0.18 1.7 3.75 9.78 19.17
PF3D7_1475400.1 0.03 0.02 0.02 0.07 0.3 0.57 0.59 0.22
PF3D7_1475500.1 0.01 0.02 0.03 0.08 0.24 0.19 0.2 0.07
PF3D7_1476100.1 0.08 0.12 0.27 0.89 3.19 1.24 1.31 0.08
PF3D7_1476300.1 12.02 2.14 0.5 0.53 1.18 4.23 37.46 214.7
PF3D7_1476600.1 0.37 0.8 2.54 8.15 32.86 37.9 28.61 10.73
PF3D7_1477100.1 0.04 0.01 0.1 3.56 31.96 13.09 4.06 0.74
PF3D7_1477200.1 0 0.01 0.13 2.72 25.53 11.22 2.99 0.56
PF3D7_1477400.1 0.13 0.08 0.09 1.04 20.21 35.96 35.65 17.28
PF3D7_1478100.1 6.04 5.59 5.38 4.43 2.51 1.65 8.82 10.18
PF3D7_1479000.1 4.36 1.88 1.01 0.77 0.37 0.35 0.08 0.46
PF3D7_1479400.1 0.03 0.01 0.01 0.03 0.1 0 0 0.04
PF3D7_1479500.1 0.01 0.01 0 0.08 1.42 1.37 0.23 0.05
PF3D7_1479600.1 0.01 0.01 0.02 0 0 0.09 0 0
PF3D7_1479800.1 0.02 0 0.01 0.03 0.46 0 0 0
PF3D7_1479900.1 0 0.01 0 0 0.58 0.83 0.08 0
PF3D7_1480000.1 0 0.01 0.03 0.02 0.36 0.37 0 0
