FOLD;EPOCH;TP;FP;FN;TN;ACCURACY;MCC;PPV;RECALL;;FOLD;EPOCH;TP;FP;FN;TN;ACCURACY;MCC;PPV;RECALL
2;72;33;3;8;65;0.8990825688;0.783576862;0.9166666667;0.8048780488;;;;;;;;;;;
2;73;33;3;8;65;0.8990825688;0.783576862;0.9166666667;0.8048780488;;;;;;;;;;;
2;74;33;3;8;65;0.8990825688;0.783576862;0.9166666667;0.8048780488;;;;;;;;;;;
2;75;33;3;8;65;0.8990825688;0.783576862;0.9166666667;0.8048780488;;;;;;;;;;;
2;76;33;3;8;65;0.8990825688;0.783576862;0.9166666667;0.8048780488;;;;;;;;;;;
2;77;33;3;8;65;0.8990825688;0.783576862;0.9166666667;0.8048780488;;;;;;;;;;;
2;78;33;3;8;65;0.8990825688;0.783576862;0.9166666667;0.8048780488;;;;;;;;;;;
2;79;33;3;8;65;0.8990825688;0.783576862;0.9166666667;0.8048780488;;;;;;;;;;;
2;80;33;3;8;65;0.8990825688;0.783576862;0.9166666667;0.8048780488;;;;;;;;;;;
2;81;33;3;8;65;0.8990825688;0.783576862;0.9166666667;0.8048780488;;;;;;;;;;;
2;82;33;3;8;65;0.8990825688;0.783576862;0.9166666667;0.8048780488;;;;;;;;;;;
2;83;33;3;8;65;0.8990825688;0.783576862;0.9166666667;0.8048780488;;;;;;;;;;;
2;84;33;3;8;65;0.8990825688;0.783576862;0.9166666667;0.8048780488;;;;;;;;;;;
2;85;33;3;8;65;0.8990825688;0.783576862;0.9166666667;0.8048780488;;;;;;;;;;;
2;86;33;3;8;65;0.8990825688;0.783576862;0.9166666667;0.8048780488;;;;;;;;;;;
2;87;33;3;8;65;0.8990825688;0.783576862;0.9166666667;0.8048780488;;;;;;;;;;;
2;88;33;3;8;65;0.8990825688;0.783576862;0.9166666667;0.8048780488;;;;;;;;;;;
2;89;33;3;8;65;0.8990825688;0.783576862;0.9166666667;0.8048780488;;;;;;;;;;;
2;90;33;3;8;65;0.8990825688;0.783576862;0.9166666667;0.8048780488;;;;;;;;;;;
2;91;33;3;8;65;0.8990825688;0.783576862;0.9166666667;0.8048780488;;;;;;;;;;;
2;92;33;3;8;65;0.8990825688;0.783576862;0.9166666667;0.8048780488;;;;;;;;;;;
2;93;33;3;8;65;0.8990825688;0.783576862;0.9166666667;0.8048780488;;;;;;;;;;;
2;94;33;3;8;65;0.8990825688;0.783576862;0.9166666667;0.8048780488;;;;;;;;;;;
2;95;33;3;8;65;0.8990825688;0.783576862;0.9166666667;0.8048780488;;;;;;;;;;;
2;96;33;3;8;65;0.8990825688;0.783576862;0.9166666667;0.8048780488;;;;;;;;;;;
2;97;33;3;8;65;0.8990825688;0.783576862;0.9166666667;0.8048780488;;;;;;;;;;;
2;98;33;3;8;65;0.8990825688;0.783576862;0.9166666667;0.8048780488;;;;;;;;;;;
3;0;17;9;8;75;0.8440366972;0.5651064442;0.6538461538;0.68;;;;;;;;;;;
3;1;21;13;4;71;0.8440366972;0.6218434388;0.6176470588;0.84;;;;;;;;;;;
3;2;24;12;1;72;0.880733945;0.7304575053;0.6666666667;0.96;;;;;;;;;;;
3;3;24;12;1;72;0.880733945;0.7304575053;0.6666666667;0.96;;;;;;;;;;;
3;4;24;13;1;71;0.871559633;0.7149354795;0.6486486486;0.96;;;;;;;;;;;
3;5;24;12;1;72;0.880733945;0.7304575053;0.6666666667;0.96;;;;;;;;;;;
3;6;24;12;1;72;0.880733945;0.7304575053;0.6666666667;0.96;;;;;;;;;;;
3;7;24;13;1;71;0.871559633;0.7149354795;0.6486486486;0.96;;;;;;;;;;;
3;8;24;13;1;71;0.871559633;0.7149354795;0.6486486486;0.96;;;;;;;;;;;
3;9;24;12;1;72;0.880733945;0.7304575053;0.6666666667;0.96;;;;;;;;;;;
3;10;24;12;1;72;0.880733945;0.7304575053;0.6666666667;0.96;;;;;;;;;;;
3;11;24;11;1;73;0.8899082569;0.7465162086;0.6857142857;0.96;;;;;;;;;;;
3;12;24;11;1;73;0.8899082569;0.7465162086;0.6857142857;0.96;;;;;;;;;;;
3;13;24;11;1;73;0.8899082569;0.7465162086;0.6857142857;0.96;;;;;;;;;;;
3;14;24;11;1;73;0.8899082569;0.7465162086;0.6857142857;0.96;;;;;;;;;;;
3;15;24;11;1;73;0.8899082569;0.7465162086;0.6857142857;0.96;;;;;;;;;;;
3;16;24;12;1;72;0.880733945;0.7304575053;0.6666666667;0.96;;;;;;;;;;;
3;17;24;12;1;72;0.880733945;0.7304575053;0.6666666667;0.96;;;;;;;;;;;
3;18;24;12;1;72;0.880733945;0.7304575053;0.6666666667;0.96;;;;;;;;;;;
3;19;24;12;1;72;0.880733945;0.7304575053;0.6666666667;0.96;;;;;;;;;;;
3;20;24;12;1;72;0.880733945;0.7304575053;0.6666666667;0.96;;;;;;;;;;;
3;21;24;11;1;73;0.8899082569;0.7465162086;0.6857142857;0.96;;;;;;;;;;;
3;22;24;11;1;73;0.8899082569;0.7465162086;0.6857142857;0.96;;;;;;;;;;;
3;23;24;11;1;73;0.8899082569;0.7465162086;0.6857142857;0.96;;;;;;;;;;;
3;24;24;11;1;73;0.8899082569;0.7465162086;0.6857142857;0.96;;;;;;;;;;;
3;25;24;11;1;73;0.8899082569;0.7465162086;0.6857142857;0.96;;;;;;;;;;;
3;26;24;11;1;73;0.8899082569;0.7465162086;0.6857142857;0.96;;;;;;;;;;;
3;27;24;11;1;73;0.8899082569;0.7465162086;0.6857142857;0.96;;;;;;;;;;;
3;28;24;11;1;73;0.8899082569;0.7465162086;0.6857142857;0.96;;;;;;;;;;;
3;29;24;11;1;73;0.8899082569;0.7465162086;0.6857142857;0.96;;;;;;;;;;;
3;30;24;11;1;73;0.8899082569;0.7465162086;0.6857142857;0.96;;;;;;;;;;;
3;31;24;11;1;73;0.8899082569;0.7465162086;0.6857142857;0.96;;;;;;;;;;;
3;32;24;11;1;73;0.8899082569;0.7465162086;0.6857142857;0.96;;;;;;;;;;;
3;33;24;11;1;73;0.8899082569;0.7465162086;0.6857142857;0.96;;;;;;;;;;;
3;34;24;10;1;74;0.8990825688;0.7631518505;0.7058823529;0.96;;;;;;;;;;;
3;35;24;10;1;74;0.8990825688;0.7631518505;0.7058823529;0.96;;;;;;;;;;;
3;36;24;10;1;74;0.8990825688;0.7631518505;0.7058823529;0.96;;;;;;;;;;;
3;37;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;38;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;39;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;40;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;41;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;42;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;43;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;44;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;45;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;46;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;47;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;48;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;49;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;50;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;51;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;52;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;53;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;54;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;55;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;56;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;57;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;58;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;59;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;60;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;61;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;62;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;63;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;64;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;65;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;66;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;67;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;68;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;69;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;70;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;71;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;72;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;73;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;74;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;75;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;76;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;77;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;78;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;79;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;80;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;81;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;82;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;83;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;84;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;85;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;86;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;87;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;88;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;89;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;90;24;9;1;75;0.9082568807;0.780408826;0.7272727273;0.96;;;;;;;;;;;
3;91;23;9;2;75;0.8990825688;0.7504184825;0.71875;0.92;;;;;;;;;;;
3;92;23;9;2;75;0.8990825688;0.7504184825;0.71875;0.92;;;;;;;;;;;
3;93;23;10;2;74;0.8899082569;0.7329132582;0.696969697;0.92;;;;;;;;;;;
3;94;23;10;2;74;0.8899082569;0.7329132582;0.696969697;0.92;;;;;;;;;;;
3;95;23;10;2;74;0.8899082569;0.7329132582;0.696969697;0.92;;;;;;;;;;;
3;96;23;10;2;74;0.8899082569;0.7329132582;0.696969697;0.92;;;;;;;;;;;
3;97;23;10;2;74;0.8899082569;0.7329132582;0.696969697;0.92;;;;;;;;;;;
3;98;23;10;2;74;0.8899082569;0.7329132582;0.696969697;0.92;;;;;;;;;;;
4;0;16;8;21;64;0.7339449541;0.3671906134;0.6666666667;0.4324324324;;;;;;;;;;;
4;1;25;8;12;64;0.8165137615;0.5818579331;0.7575757576;0.6756756757;;;;;;;;;;;
4;2;26;6;11;66;0.8440366972;0.6440157406;0.8125;0.7027027027;;;;;;;;;;;
4;3;27;6;10;66;0.8532110092;0.6661963835;0.8181818182;0.7297297297;;;;;;;;;;;
4;4;28;6;9;66;0.8623853211;0.688311837;0.8235294118;0.7567567568;;;;;;;;;;;
4;5;28;7;9;65;0.8532110092;0.6688901016;0.8;0.7567567568;;;;;;;;;;;
4;6;29;7;8;65;0.8623853211;0.691248043;0.8055555556;0.7837837838;;;;;;;;;;;
4;7;28;6;9;66;0.8623853211;0.688311837;0.8235294118;0.7567567568;;;;;;;;;;;
4;8;28;6;9;66;0.8623853211;0.688311837;0.8235294118;0.7567567568;;;;;;;;;;;
4;9;28;6;9;66;0.8623853211;0.688311837;0.8235294118;0.7567567568;;;;;;;;;;;
4;10;28;6;9;66;0.8623853211;0.688311837;0.8235294118;0.7567567568;;;;;;;;;;;
4;11;28;6;9;66;0.8623853211;0.688311837;0.8235294118;0.7567567568;;;;;;;;;;;
4;12;28;4;9;68;0.880733945;0.7291038809;0.875;0.7567567568;;;;;;;;;;;
4;13;27;4;10;68;0.871559633;0.7076378818;0.8709677419;0.7297297297;;;;;;;;;;;
4;14;27;4;10;68;0.871559633;0.7076378818;0.8709677419;0.7297297297;;;;;;;;;;;
4;15;26;4;11;68;0.8623853211;0.6861135215;0.8666666667;0.7027027027;;;;;;;;;;;
4;16;26;4;11;68;0.8623853211;0.6861135215;0.8666666667;0.7027027027;;;;;;;;;;;
4;17;26;4;11;68;0.8623853211;0.6861135215;0.8666666667;0.7027027027;;;;;;;;;;;
4;18;26;4;11;68;0.8623853211;0.6861135215;0.8666666667;0.7027027027;;;;;;;;;;;
4;19;26;4;11;68;0.8623853211;0.6861135215;0.8666666667;0.7027027027;;;;;;;;;;;
4;20;26;4;11;68;0.8623853211;0.6861135215;0.8666666667;0.7027027027;;;;;;;;;;;
4;21;26;4;11;68;0.8623853211;0.6861135215;0.8666666667;0.7027027027;;;;;;;;;;;
4;22;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;23;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;24;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;25;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;26;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;27;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;28;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;29;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;30;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;31;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;32;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;33;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;34;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;35;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;36;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;37;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;38;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;39;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;40;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;41;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;42;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;43;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;44;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;45;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;46;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;47;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;48;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;49;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;50;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;51;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;52;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;53;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;54;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;55;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;56;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;57;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;58;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;59;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;60;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;61;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;62;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;63;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;64;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;65;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;66;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;67;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;68;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;69;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;70;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;71;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;72;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;73;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;74;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;75;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;76;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;77;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;78;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;79;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;80;25;3;12;69;0.8623853211;0.6871333289;0.8928571429;0.6756756757;;;;;;;;;;;
4;81;25;3;12;69;0.8623853211;0.6871333289;0.8928571429;0.6756756757;;;;;;;;;;;
4;82;25;3;12;69;0.8623853211;0.6871333289;0.8928571429;0.6756756757;;;;;;;;;;;
4;83;25;3;12;69;0.8623853211;0.6871333289;0.8928571429;0.6756756757;;;;;;;;;;;
4;84;25;3;12;69;0.8623853211;0.6871333289;0.8928571429;0.6756756757;;;;;;;;;;;
4;85;25;3;12;69;0.8623853211;0.6871333289;0.8928571429;0.6756756757;;;;;;;;;;;
4;86;25;3;12;69;0.8623853211;0.6871333289;0.8928571429;0.6756756757;;;;;;;;;;;
4;87;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;88;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;89;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;90;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;91;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;92;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;93;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;94;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;95;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;96;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;97;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
4;98;26;3;11;69;0.871559633;0.7083505791;0.8965517241;0.7027027027;;;;;;;;;;;
5;0;13;2;24;70;0.7614678899;0.4447649953;0.8666666667;0.3513513514;;;;;;;;;;;
5;1;27;6;10;66;0.8532110092;0.6661963835;0.8181818182;0.7297297297;;;;;;;;;;;
5;2;28;7;9;65;0.8532110092;0.6688901016;0.8;0.7567567568;;;;;;;;;;;
5;3;28;7;9;65;0.8532110092;0.6688901016;0.8;0.7567567568;;;;;;;;;;;
5;4;28;6;9;66;0.8623853211;0.688311837;0.8235294118;0.7567567568;;;;;;;;;;;
5;5;28;6;9;66;0.8623853211;0.688311837;0.8235294118;0.7567567568;;;;;;;;;;;
5;6;29;6;8;66;0.871559633;0.7103864141;0.8285714286;0.7837837838;;;;;;;;;;;
5;7;30;6;7;66;0.880733945;0.7324432517;0.8333333333;0.8108108108;;;;;;;;;;;
5;8;31;6;6;66;0.8899082569;0.7545045045;0.8378378378;0.8378378378;;;;;;;;;;;
5;9;32;6;5;66;0.8990825688;0.776591517;0.8421052632;0.8648648649;;;;;;;;;;;
5;10;32;7;5;65;0.8899082569;0.7583066745;0.8205128205;0.8648648649;;;;;;;;;;;
5;11;32;7;5;65;0.8899082569;0.7583066745;0.8205128205;0.8648648649;;;;;;;;;;;
5;12;32;8;5;64;0.880733945;0.740528977;0.8;0.8648648649;;;;;;;;;;;
5;13;32;8;5;64;0.880733945;0.740528977;0.8;0.8648648649;;;;;;;;;;;
5;14;32;8;5;64;0.880733945;0.740528977;0.8;0.8648648649;;;;;;;;;;;
5;15;32;8;5;64;0.880733945;0.740528977;0.8;0.8648648649;;;;;;;;;;;
5;16;32;8;5;64;0.880733945;0.740528977;0.8;0.8648648649;;;;;;;;;;;
5;17;33;8;4;64;0.8899082569;0.7632201715;0.8048780488;0.8918918919;;;;;;;;;;;
5;18;33;8;4;64;0.8899082569;0.7632201715;0.8048780488;0.8918918919;;;;;;;;;;;
5;19;33;7;4;65;0.8990825688;0.7807270141;0.825;0.8918918919;;;;;;;;;;;
5;20;33;7;4;65;0.8990825688;0.7807270141;0.825;0.8918918919;;;;;;;;;;;
5;21;33;7;4;65;0.8990825688;0.7807270141;0.825;0.8918918919;;;;;;;;;;;
5;22;33;7;4;65;0.8990825688;0.7807270141;0.825;0.8918918919;;;;;;;;;;;
5;23;33;7;4;65;0.8990825688;0.7807270141;0.825;0.8918918919;;;;;;;;;;;
5;24;33;7;4;65;0.8990825688;0.7807270141;0.825;0.8918918919;;;;;;;;;;;
5;25;32;8;5;64;0.880733945;0.740528977;0.8;0.8648648649;;;;;;;;;;;
5;26;32;7;5;65;0.8899082569;0.7583066745;0.8205128205;0.8648648649;;;;;;;;;;;
5;27;32;7;5;65;0.8899082569;0.7583066745;0.8205128205;0.8648648649;;;;;;;;;;;
5;28;32;8;5;64;0.880733945;0.740528977;0.8;0.8648648649;;;;;;;;;;;
5;29;32;8;5;64;0.880733945;0.740528977;0.8;0.8648648649;;;;;;;;;;;
5;30;32;8;5;64;0.880733945;0.740528977;0.8;0.8648648649;;;;;;;;;;;
5;31;32;8;5;64;0.880733945;0.740528977;0.8;0.8648648649;;;;;;;;;;;
5;32;33;8;4;64;0.8899082569;0.7632201715;0.8048780488;0.8918918919;;;;;;;;;;;
5;33;33;8;4;64;0.8899082569;0.7632201715;0.8048780488;0.8918918919;;;;;;;;;;;
5;34;33;8;4;64;0.8899082569;0.7632201715;0.8048780488;0.8918918919;;;;;;;;;;;
5;35;33;8;4;64;0.8899082569;0.7632201715;0.8048780488;0.8918918919;;;;;;;;;;;
5;36;33;8;4;64;0.8899082569;0.7632201715;0.8048780488;0.8918918919;;;;;;;;;;;
5;37;33;8;4;64;0.8899082569;0.7632201715;0.8048780488;0.8918918919;;;;;;;;;;;
5;38;33;8;4;64;0.8899082569;0.7632201715;0.8048780488;0.8918918919;;;;;;;;;;;
5;39;33;7;4;65;0.8990825688;0.7807270141;0.825;0.8918918919;;;;;;;;;;;
5;40;33;7;4;65;0.8990825688;0.7807270141;0.825;0.8918918919;;;;;;;;;;;
5;41;33;8;4;64;0.8899082569;0.7632201715;0.8048780488;0.8918918919;;;;;;;;;;;
5;42;33;8;4;64;0.8899082569;0.7632201715;0.8048780488;0.8918918919;;;;;;;;;;;
5;43;33;8;4;64;0.8899082569;0.7632201715;0.8048780488;0.8918918919;;;;;;;;;;;
5;44;33;8;4;64;0.8899082569;0.7632201715;0.8048780488;0.8918918919;;;;;;;;;;;
5;45;33;8;4;64;0.8899082569;0.7632201715;0.8048780488;0.8918918919;;;;;;;;;;;
5;46;33;8;4;64;0.8899082569;0.7632201715;0.8048780488;0.8918918919;;;;;;;;;;;
5;47;33;8;4;64;0.8899082569;0.7632201715;0.8048780488;0.8918918919;;;;;;;;;;;
5;48;33;8;4;64;0.8899082569;0.7632201715;0.8048780488;0.8918918919;;;;;;;;;;;
5;49;33;8;4;64;0.8899082569;0.7632201715;0.8048780488;0.8918918919;;;;;;;;;;;
5;50;33;8;4;64;0.8899082569;0.7632201715;0.8048780488;0.8918918919;;;;;;;;;;;
5;51;33;8;4;64;0.8899082569;0.7632201715;0.8048780488;0.8918918919;;;;;;;;;;;
5;52;33;8;4;64;0.8899082569;0.7632201715;0.8048780488;0.8918918919;;;;;;;;;;;
5;53;33;8;4;64;0.8899082569;0.7632201715;0.8048780488;0.8918918919;;;;;;;;;;;
5;54;33;8;4;64;0.8899082569;0.7632201715;0.8048780488;0.8918918919;;;;;;;;;;;
5;55;33;8;4;64;0.8899082569;0.7632201715;0.8048780488;0.8918918919;;;;;;;;;;;
5;56;34;8;3;64;0.8990825688;0.7859829229;0.8095238095;0.9189189189;;;;;;;;;;;
5;57;34;8;3;64;0.8990825688;0.7859829229;0.8095238095;0.9189189189;;;;;;;;;;;
5;58;34;8;3;64;0.8990825688;0.7859829229;0.8095238095;0.9189189189;;;;;;;;;;;
