FOLD,EPOCH,TP,FP,FN,TN,ACCURACY,MCC,PPV,RECALL
0,0,29,11,4,66,0.863636363636,0.701068184016,0.725,0.878787878788
0,1,29,10,4,67,0.872727272727,0.717422475012,0.74358974359,0.878787878788
0,2,29,10,4,67,0.872727272727,0.717422475012,0.74358974359,0.878787878788
0,3,29,7,4,70,0.9,0.769475205638,0.805555555556,0.878787878788
0,4,28,5,5,72,0.909090909091,0.78354978355,0.848484848485,0.848484848485
0,5,28,3,5,74,0.927272727273,0.824589056168,0.903225806452,0.848484848485
0,6,28,2,5,75,0.936363636364,0.846327266056,0.933333333333,0.848484848485
0,7,28,3,5,74,0.927272727273,0.824589056168,0.903225806452,0.848484848485
0,8,28,3,5,74,0.927272727273,0.824589056168,0.903225806452,0.848484848485
0,9,28,2,5,75,0.936363636364,0.846327266056,0.933333333333,0.848484848485
0,10,28,2,5,75,0.936363636364,0.846327266056,0.933333333333,0.848484848485
0,11,28,2,5,75,0.936363636364,0.846327266056,0.933333333333,0.848484848485
0,12,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,13,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,14,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,15,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,16,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,17,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,18,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,19,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,20,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,21,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,22,29,1,4,76,0.954545454545,0.890870806375,0.966666666667,0.878787878788
0,23,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,24,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,25,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,26,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,27,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,28,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,29,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,30,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,31,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,32,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,33,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,34,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,35,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,36,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,37,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,38,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,39,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,40,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,41,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,42,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,43,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,44,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,45,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,46,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,47,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,48,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,49,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,50,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,51,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,52,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,53,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,54,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,55,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,56,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,57,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,58,28,1,5,76,0.945454545455,0.868972741141,0.965517241379,0.848484848485
0,59,28,0,5,77,0.954545454545,0.892607398289,1.0,0.848484848485
0,60,28,0,5,77,0.954545454545,0.892607398289,1.0,0.848484848485
0,61,28,0,5,77,0.954545454545,0.892607398289,1.0,0.848484848485
0,62,28,0,5,77,0.954545454545,0.892607398289,1.0,0.848484848485
0,63,28,0,5,77,0.954545454545,0.892607398289,1.0,0.848484848485
0,64,28,0,5,77,0.954545454545,0.892607398289,1.0,0.848484848485
0,65,28,0,5,77,0.954545454545,0.892607398289,1.0,0.848484848485
0,66,28,0,5,77,0.954545454545,0.892607398289,1.0,0.848484848485
0,67,28,0,5,77,0.954545454545,0.892607398289,1.0,0.848484848485
0,68,28,0,5,77,0.954545454545,0.892607398289,1.0,0.848484848485
