id hr5 hr10 hr15 hr20 hr25 hr30 hr35 hr40
PF3D7_1214800.1 0.1 0.17 0.21 0.75 1.94 5.44 3.17 1.85
PF3D7_1215900.1 0.29 0.4 0.76 2.81 8.74 15.7 27.58 17.14
PF3D7_1216400.1 2.85 3.95 5.5 12.3 25.83 41.58 62.38 31.08
PF3D7_1216700.1 0.22 0.15 0.22 0.92 4.17 4.31 3.94 0.95
PF3D7_1218100.1 1.81 0.18 0.08 0.15 0.31 0.81 2.96 2.41
PF3D7_1218800.1 0.17 0.15 0.22 0.45 1.62 2.25 1.73 1.12
PF3D7_1221100.1 0.29 0.18 0.36 1.17 8.03 16.17 15.95 7.11
PF3D7_1222000.1 0.12 0.19 0.27 0.87 3.71 5.42 6.57 2.16
PF3D7_1226900.1 0.87 0.25 0.16 1.32 9.17 22.17 35.87 14.62
PF3D7_1229300.1 2.72 0.54 0.41 1.63 4.48 9.47 44.17 62.66
PF3D7_1232700.1 1.88 0.26 0.11 0.27 1.28 4.91 12.72 15.48
PF3D7_1234400.1 0.03 0.04 0.05 0.12 0.32 0.62 0.6 0.15
PF3D7_1234700.1 0.08 0.11 0.11 0.31 1.06 1.4 2.22 1.81
PF3D7_1236400.1 1.32 1.54 2.18 4.67 11.46 23.19 40.6 24.97
PF3D7_1236700.1 1.15 0.16 0.3 5.03 38.41 57.07 58.17 22.66
PF3D7_1236800.1 2.62 0.42 0.17 0.27 2.3 13.78 37.26 42.02
PF3D7_1237900.1 34.5 15.13 12.97 29.23 106.86 132.8 91.29 26.03
PF3D7_1239400.1 0.2 0.11 0.18 0.49 1.48 2.28 2.33 0.81
PF3D7_1241900.1 6.31 5.78 7.7 18.76 59.7 87.62 128.55 60.79
PF3D7_1242000.1 0.21 0.13 0.21 0.5 2.57 5.39 17.27 14.26
PF3D7_1242200.1 0.4 0.92 1.88 7.64 33.02 49.77 65.45 24.21
PF3D7_1245800.1 13.54 4.56 3.96 12.41 37.16 51.34 56.04 22.84
PF3D7_1246000.1 0.08 0.14 0.21 0.45 1.47 0.98 1.44 0.51
PF3D7_1247600.1 0.39 0.11 0.04 0.13 0.36 1.27 1.41 2.05
PF3D7_1247800.1 1.43 0.37 0.33 0.71 1.5 1.07 2.32 5.82
PF3D7_1248300.1 0.16 0.11 0.21 0.68 12.1 33.79 52.75 32.27
PF3D7_1248600.1 0.51 0.19 0.13 0.42 2.83 20.79 50.41 27.13
PF3D7_1249900.1 1.74 3.5 5.26 18.35 83.63 142.6 150.45 39.9
PF3D7_1250200.1 6.24 2.82 3.36 10.9 32.65 32.26 33.19 26.67
PF3D7_1251000.1 0.21 0.07 0.06 0.16 0.76 1.35 0.99 0.39
PF3D7_1252900.1 37.93 18.81 13.34 9.38 17.76 31.78 13.46 4.2
PF3D7_1253200.1 21.38 27.15 34.69 57.35 99.83 151.44 113.63 18.13
PF3D7_1253500.1 0.08 0.04 0.03 0.17 0.08 0.75 4.63 3.99
PF3D7_1301900.1 2.13 1.01 0.9 1.11 1.6 4.91 2.67 5.71
PF3D7_1302300.1 14.26 6.65 6.8 19.02 93.12 208.74 216.31 60.63
PF3D7_1304300.1 0.37 0.31 0.87 2.72 8.63 17.52 16.63 4.54
PF3D7_1310200.1 5 0.67 0.16 0.2 1.1 2.61 5.29 56.83
PF3D7_1310500.1 1.33 2.11 4.13 10.99 41.38 55.05 67.51 33.03
PF3D7_1312700.1 0.72 0.16 0.25 5.14 77.56 132 100.38 16.36
PF3D7_1314500.1 0.66 1.94 4.36 14.99 59.45 96.34 174.38 77.72
PF3D7_1315200.1 0.14 0.04 0.06 0.45 6.41 10.1 7.43 2.35
PF3D7_1316200.1 8.3 1.3 0.66 1.31 9.23 11.76 11.47 10.12
PF3D7_1316300.1 0.08 0.18 0.18 0.28 0.51 1.8 1.11 0.69
PF3D7_1316700.1 0.12 0.09 0.17 0.4 1.96 3.58 3.43 2
PF3D7_1318000.1 4.11 3.86 5.41 13.49 29.72 23.67 23.14 25.86
PF3D7_1319800.1 1.1 0.83 1.51 2.66 4.01 7.12 5.42 2.09
PF3D7_1319900.1 0.03 0.02 0.03 0.12 2.11 5.56 5.62 1.35
PF3D7_1321100.1 2.91 0.49 0.11 0.15 0.31 1.19 7.19 30.42
PF3D7_1321900.1 40.02 12.33 9.24 20.98 67.52 81.61 64.06 34.16
PF3D7_1322900.1 0.27 0.32 0.38 1.11 2.83 7.88 10.92 4.29
PF3D7_1324900.1 6.31 36.53 88.44 271.32 1057.7 2087.79 1343.22 374.13
PF3D7_1327100.1 0.06 0.11 0.2 0.41 1.13 2.19 2.83 1.01
PF3D7_1330100.1 0.68 0.58 0.87 3.52 21.08 74.13 134.32 62.53
PF3D7_1330200.1 0.43 0.28 0.46 1.84 10.48 39.69 72.74 44.1
PF3D7_1331400.1 3.34 0.28 0.1 0.18 0.74 0.46 1.06 3.43
PF3D7_1331600.1 4.49 0.92 0.29 0.87 9 61.49 181.69 114.73
PF3D7_1332100.1 1.06 0.19 0.12 0.26 1.32 1.51 1.69 5.19
PF3D7_1333300.1 0.67 1.69 3.62 12.34 47.91 74.45 108.5 50.64
PF3D7_1336700.1 33.94 30.63 23.46 65.43 229.07 407.37 445.55 115.6
PF3D7_1338000.1 0.82 0.3 0.44 3.01 19.83 40.82 73.5 55.71
PF3D7_1338900.1 0.45 0.2 0.2 0.47 6.52 36.2 71.94 34.91
PF3D7_1340200.1 0.15 0.31 0.75 1.3 6.92 7.48 11.04 4.43
PF3D7_1340800.1 0.6 0.3 0.18 0.99 8.3 46.52 91.29 61.69
PF3D7_1344800.1 0.75 1.02 2.96 14.04 79.16 141.68 103.24 26.31
PF3D7_1347600.1 0.41 0.24 0.19 0.53 1.66 4.87 11.38 10.7
PF3D7_1349900.1 0.21 0.19 0.21 0.69 8.83 30.49 40.42 14.04
PF3D7_1350500.1 1.55 1.17 1.73 5.05 17.48 25.84 33.64 19.7
PF3D7_1350600.1 0.22 0.12 0.11 0.2 1.02 1.56 1.51 1.55
PF3D7_1351200.1 0.15 0.2 0.61 2.64 13.82 26.57 46.59 16.82
PF3D7_1351300.1 0.01 0.01 0.05 0.06 0.59 0.52 0.83 0.28
PF3D7_1351800.2 9.06 3.85 5.22 14.72 33.18 38.18 31.54 6.82
PF3D7_1352500.1 3.48 2.25 8.15 29.56 111.22 290.77 609.04 473.13
PF3D7_1352900.1 24.93 15.82 12.09 4.94 2.38 1.4 0.84 0.9
PF3D7_1353300.1 0.95 1.32 2.64 9.2 40.84 59.95 89.02 40.45
PF3D7_1354400.1 2.84 2.75 4.02 13.92 50.15 62.83 78.21 54.68
PF3D7_1358700.1 21.63 20.39 31.09 55.5 85.22 181.66 369.4 203.01
PF3D7_1360200.1 0.92 1.83 3.76 11.46 39.78 48.72 62.29 25.47
PF3D7_1360300.1 0.1 0.25 0.67 2.41 13.52 27.79 27.44 9.37
PF3D7_1363800.1 0.13 0.08 0.08 0.37 2.11 6.05 9.86 4.34
PF3D7_1366200.1 0.85 0.24 0.15 1.44 25.52 64.47 86.56 38.81
PF3D7_1366800.1 3.75 1.53 2.87 14.07 69.54 72.07 59.12 27.96
PF3D7_1367300.1 0.29 0.17 0.19 0.38 1.06 1.22 0.48 0.47
PF3D7_1367500.1 0.49 0.14 0.16 0.45 7.83 37.23 67.98 38.65
PF3D7_1367800.1 0.06 0.05 0.04 0.08 0.62 1.22 1.18 0.32
PF3D7_1367900.1 0.03 0.03 0.02 0.05 0.33 1.07 0.97 0.43
PF3D7_1368000.1 0.3 0.16 0.21 0.46 1.25 5.17 17.99 15.75
PF3D7_1371500.1 0.18 0.06 0.06 0.21 10.09 45.86 57.39 19.92
PF3D7_1371800.1 0.39 0.12 0.21 7.22 187 294.03 116.18 8.78
PF3D7_1371900.1 0.1 0.07 0.39 3.01 23.14 22.55 5.95 1.93
PF3D7_1372400.1 0.48 0.15 0.3 0.24 0.68 4.74 14.83 8.21
PF3D7_1401700.1 0.07 0.03 0.05 0.13 0.39 1.39 1.37 0.32
PF3D7_1403200.1 0.18 0.23 0.25 0.48 0.55 2.05 2.31 1.19
PF3D7_1404700.1 7.46 1.21 0.51 0.38 1.28 2.17 2.08 4.14
PF3D7_1404800.1 21.34 17.23 20.04 33.82 56.44 25.83 8.09 3.4
PF3D7_1409600.1 1.67 1.75 2.27 5.75 15.93 17.08 27.04 13.51
PF3D7_1410700.1 0.95 0.25 0.16 0.44 12.3 63.57 168.84 102.25
PF3D7_1411900.1 6.99 7.98 10.84 32.51 86.57 62.72 27.8 8.01
PF3D7_1412000.1 0.86 0.09 0.1 0 0.06 0.79 1.59 9.58
PF3D7_1416000.1 0.12 0.13 0.06 0.16 0.32 0.43 3.05 3.61
PF3D7_1416700.1 0.61 0.99 0.79 2.12 8.55 6.63 12.42 7.31
PF3D7_1420500.1 0.06 0.04 0.06 0.15 1.09 1.66 1.32 0.55
PF3D7_1421900.1 1.98 0.43 0.27 0.58 12.9 50.88 113.25 136.88
PF3D7_1427100.1 15.34 14.32 15.7 25.87 36.95 27.93 17.15 5.54
PF3D7_1429300.1 0.72 0.69 1.02 3.78 8.07 7.71 9.69 3.94
PF3D7_1429600.1 0.41 0.26 0.27 1.02 7.18 38.23 65.02 27.7
PF3D7_1431400.1 8.28 1.73 0.82 1.44 5.02 5.79 19.95 89.53
PF3D7_1434400.1 7.45 1.22 0.29 0.7 1.49 4.08 9.19 31.3
PF3D7_1436100.1 1.2 2.82 4.34 9.16 28.74 47.01 72.24 29.65
PF3D7_1439300.1 3.64 2.41 3.19 8.19 31.17 46.05 72.33 32.6
PF3D7_1442600.1 0.17 0.29 0.38 1.41 8.54 8.88 11.64 2.95
PF3D7_1443700.1 0.56 0.11 0.08 0.19 7.56 30.47 44.99 37.56
PF3D7_1445800.1 0.06 0.04 0.09 0.1 0.53 1.23 3.6 2.62
PF3D7_1446300.1 4.11 0.88 0.52 2.1 9.83 11.97 9.21 4.39
PF3D7_1447600.1 0.09 0.15 0.1 0.1 0.44 1.03 1.53 0.59
PF3D7_1451600.1 0.04 0.06 0.05 0.2 0.62 0.47 0.59 0.99
PF3D7_1453300.1 0.28 0.24 0.57 1.3 6 11.05 16.31 6.03
PF3D7_1453500.1 0.05 0.09 0.07 0.26 0.81 0.78 0.89 0.57
PF3D7_1455900.1 0.4 0.18 0.1 0.41 4.78 26.11 44.24 22.27
PF3D7_1458100.1 4.45 5.19 6.21 14.45 25.88 56.07 129.69 62.46
PF3D7_1459900.1 2.29 0.37 0.08 0.18 0.37 0.65 3 22.21
PF3D7_1460900.1 0.46 0.19 0.14 0.75 11.82 32.88 61.06 38.41
PF3D7_1460900.2 0.46 0.19 0.14 0.75 11.82 32.88 61.06 38.41
PF3D7_1461700.1 1 1.56 1.28 2.22 6.29 6.95 11.9 6.05
PF3D7_1462300.1 4.86 5.93 9.62 24.24 76.26 101.52 139.46 48.9
PF3D7_1463600.1 0.19 0.38 0.3 1.88 16.39 45.24 75.44 22.88
PF3D7_1465300.1 0.4 0.89 1.71 5.13 18.81 25.89 24.48 6.55
PF3D7_1465700.1 0.04 0.06 0.11 0.46 3.36 5.22 3.98 1.17
PF3D7_1466000.1 0.13 0.04 0.05 0.07 0.51 1.81 1.19 0.88
PF3D7_1466500.1 0.72 0.81 1.02 1.49 3.81 6.25 6.28 2.42
PF3D7_1467000.1 0.1 0.14 0.29 0.89 3.78 6.08 5.72 1.96
PF3D7_1467400.1 0.38 0.44 0.9 3.05 20.83 33 62.28 34.72
PF3D7_1471000.1 1.55 1.56 2.79 8.16 36.16 34.13 17.54 3.84
PF3D7_1472300.1 4.97 1.94 2.35 7.01 27.27 33.33 52.2 37.24
PF3D7_1473000.1 0.02 0.02 0 0.05 0.42 1.5 0.18 0.23
PF3D7_1476500.1 1.74 1.49 1.17 3.01 30.18 82.24 79.4 38.85
PF3D7_1478800.1 6.68 3.58 5.63 15.63 27.48 8.39 3.16 3.21
